Model,MTL,Tasks,Learning Rate,MTL HPO,Seed,Best Epoch,Best Validation Loss,NEXT_ACTIVITY,NEXT_TIME,REMAINING_TIME
LSTM,DWA,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,42,198.0,6.4309,0.785,0.604,5.2092
LSTM,EW,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,2025,199.0,6.4271,0.7852,0.5976,5.2099
LSTM,EW,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,42,200.0,6.4378,0.7863,0.605,5.2363
LSTM,IMTL,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,123,197.0,7.2056,0.7849,0.5762,5.917
LSTM,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,5.0,42,197.0,6.4472,0.7855,0.6006,5.2422
LSTM,UW_O,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,2025,199.0,7.1119,0.7869,0.5988,5.9085
LSTM,UW,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,2025,200.0,7.1304,0.7849,0.6028,5.872
LSTM,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,10.0,42,198.0,6.4402,0.7851,0.6017,5.2043
LSTM,RLW,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,42,199.0,6.6003,0.7837,0.6004,5.404
LSTM,UW_SO,"('next_activity', 'next_time', 'remaining_time')",0.0001,10.0,123,199.0,6.4153,0.7865,0.5708,5.1884
LSTM,EW,"('next_activity', 'next_time', 'remaining_time')",0.0001,None,123,200.0,6.408,0.7851,0.5706,5.1889
